Image1,Image2,MAE,RMSE,RMSE log
Portland_hotel/output_image/26.jpg,Portland_hotel/output_image/146.jpg,8.8351497394298,9.75692822821588,2.3194914287965043
Portland_hotel/output_image/27.jpg,Portland_hotel/output_image/147.jpg,4.570415354226392,4.653257073951344,1.609803922276143
Portland_hotel/output_image/28.jpg,Portland_hotel/output_image/148.jpg,6.382806700370814,6.655846910068686,1.8763407351416024
Portland_hotel/output_image/29.jpg,Portland_hotel/output_image/149.jpg,9.952814152881158,11.382490186805313,1.9279068092174432
Portland_hotel/output_image/30.jpg,Portland_hotel/output_image/150.jpg,5.652293893974764,5.824320516240277,1.9207428992191773
Portland_hotel/output_image/31.jpg,Portland_hotel/output_image/151.jpg,16.806526594269275,42.20880376661903,2.844399285671369
Portland_hotel/output_image/32.jpg,Portland_hotel/output_image/152.jpg,6.869335440233259,7.377607678318121,1.831629845997912
Portland_hotel/output_image/33.jpg,Portland_hotel/output_image/153.jpg,12.073180794370742,26.17057399351906,2.3951348516541477
Portland_hotel/output_image/34.jpg,Portland_hotel/output_image/154.jpg,5.396730639946951,5.586471143945493,1.8404368922024075
Portland_hotel/output_image/35.jpg,Portland_hotel/output_image/155.jpg,4.629360851782077,5.494848528827992,1.567676562558706
Portland_hotel/output_image/36.jpg,Portland_hotel/output_image/156.jpg,6.442611645954449,6.614342710142447,2.0445825130157464
Portland_hotel/output_image/37.jpg,Portland_hotel/output_image/157.jpg,6.6472384344251525,6.838267348909606,1.9018515661218722
Portland_hotel/output_image/38.jpg,Portland_hotel/output_image/158.jpg,9.582163518943787,13.207650786657002,1.877816727990815
Portland_hotel/output_image/39.jpg,Portland_hotel/output_image/159.jpg,6.892068227821444,6.99790482749186,1.8229822597849026
Portland_hotel/output_image/40.jpg,Portland_hotel/output_image/160.jpg,10.282185853998364,17.882415042483345,1.9854236026503354
Portland_hotel/output_image/41.jpg,Portland_hotel/output_image/161.jpg,5.087692943895781,5.593043115658844,2.0658477816878693
Portland_hotel/output_image/42.jpg,Portland_hotel/output_image/162.jpg,6.815557447075844,7.217051916102956,1.8521553443872854
Portland_hotel/output_image/43.jpg,Portland_hotel/output_image/163.jpg,7.531800859859715,8.98731906307862,1.8666180201557592
Portland_hotel/output_image/44.jpg,Portland_hotel/output_image/164.jpg,4.731044021804516,5.02053758761366,2.007381761148099
Portland_hotel/output_image/45.jpg,Portland_hotel/output_image/165.jpg,4.70586701935467,5.353950703841268,1.957386574651869
Portland_hotel/output_image/46.jpg,Portland_hotel/output_image/166.jpg,6.155406728431311,6.237508731887015,1.8902007107228025
Portland_hotel/output_image/47.jpg,Portland_hotel/output_image/167.jpg,6.946835002835896,7.387278166259278,2.8871991108765975
Portland_hotel/output_image/48.jpg,Portland_hotel/output_image/168.jpg,6.577950452777742,6.698565477416544,1.9215078812607598
Portland_hotel/output_image/49.jpg,Portland_hotel/output_image/169.jpg,4.083320988472117,6.35517209036938,1.8254699514413615
Portland_hotel/output_image/50.jpg,Portland_hotel/output_image/170.jpg,4.985834239490827,5.155773926784427,1.9212358071829538
Portland_hotel/output_image/51.jpg,Portland_hotel/output_image/171.jpg,11.012715150195795,11.62648324926168,2.0069928226703335
Portland_hotel/output_image/52.jpg,Portland_hotel/output_image/172.jpg,23.292441274899783,27.761589028398877,1.9829504694146112
Portland_hotel/output_image/53.jpg,Portland_hotel/output_image/173.jpg,14.078309990079262,20.449781723329483,1.609738062306114
Portland_hotel/output_image/54.jpg,Portland_hotel/output_image/174.jpg,2.0869513278600906,5.757871555398789,1.507526313660296
Portland_hotel/output_image/55.jpg,Portland_hotel/output_image/175.jpg,5.973131164284558,6.096000632933983,2.028728355084929
Portland_hotel/output_image/56.jpg,Portland_hotel/output_image/176.jpg,34.16425405433689,54.41140529124779,1.8568951504680697
Portland_hotel/output_image/57.jpg,Portland_hotel/output_image/177.jpg,2.0627002837498982,2.4864460019553123,1.6980254205115477
Portland_hotel/output_image/58.jpg,Portland_hotel/output_image/178.jpg,39.92740502985592,61.17507228455624,2.2671011213234324
Portland_hotel/output_image/59.jpg,Portland_hotel/output_image/179.jpg,37.30433488521209,47.84283423773325,1.448126447447767
Portland_hotel/output_image/60.jpg,Portland_hotel/output_image/180.jpg,7.79617575486501,8.007881329344846,2.1110125127046095
Portland_hotel/output_image/61.jpg,Portland_hotel/output_image/181.jpg,7.092962563126302,19.34120196010707,2.3453969620885284
Portland_hotel/output_image/62.jpg,Portland_hotel/output_image/182.jpg,5.697919316246725,9.409151322234443,2.1336189659008684
Portland_hotel/output_image/63.jpg,Portland_hotel/output_image/183.jpg,117.24966597992581,167.68827125089823,2.299426891211094
Portland_hotel/output_image/64.jpg,Portland_hotel/output_image/184.jpg,9.052113996504334,10.142219353425826,2.0488203263891975
Portland_hotel/output_image/65.jpg,Portland_hotel/output_image/185.jpg,10.76728848160597,12.352492316854258,1.9919763551185958
Portland_hotel/output_image/66.jpg,Portland_hotel/output_image/186.jpg,21.662026218204296,50.53346331569651,2.1651049565162532
Portland_hotel/output_image/67.jpg,Portland_hotel/output_image/187.jpg,5.137626811095441,5.696136832110217,2.0165469402990377
Portland_hotel/output_image/68.jpg,Portland_hotel/output_image/188.jpg,8.703656380026683,15.499734776506823,2.028602727406999
Portland_hotel/output_image/69.jpg,Portland_hotel/output_image/189.jpg,5.122676275963565,5.478012222867476,2.1110922830931806
Portland_hotel/output_image/70.jpg,Portland_hotel/output_image/190.jpg,5.633252288097901,6.276053617628696,1.91989898113059
Portland_hotel/output_image/71.jpg,Portland_hotel/output_image/191.jpg,12.6206387461978,43.501389828745154,1.84241987584751
Portland_hotel/output_image/72.jpg,Portland_hotel/output_image/192.jpg,5.032280788260699,6.472874722484359,1.8964301725733872
Portland_hotel/output_image/73.jpg,Portland_hotel/output_image/193.jpg,5.767380631872949,7.598084450193264,1.9589440376903202
Portland_hotel/output_image/74.jpg,Portland_hotel/output_image/194.jpg,4.897514250595229,5.530165746240309,1.9764907950656883
Portland_hotel/output_image/75.jpg,Portland_hotel/output_image/195.jpg,8.568756756699084,11.048771152743784,2.60590188259992
Portland_hotel/output_image/76.jpg,Portland_hotel/output_image/196.jpg,5.655086108929634,7.245936750011505,1.4750500624127851
Portland_hotel/output_image/77.jpg,Portland_hotel/output_image/197.jpg,3.5868979688237497,3.637973121799379,1.594296274644586
Portland_hotel/output_image/78.jpg,Portland_hotel/output_image/198.jpg,3.965744168038279,4.054456585280417,1.5840983360439664
Portland_hotel/output_image/79.jpg,Portland_hotel/output_image/199.jpg,3.696605757256228,3.779733140521717,1.6426595891606894
Portland_hotel/output_image/80.jpg,Portland_hotel/output_image/200.jpg,3.8651483522979855,4.062514519732965,1.6423948304592562
Portland_hotel/output_image/81.jpg,Portland_hotel/output_image/201.jpg,8.098122136967573,32.55663217212153,1.8632525482122144
Portland_hotel/output_image/82.jpg,Portland_hotel/output_image/202.jpg,3.709921477425505,3.823727640121564,1.2904176645930319
Portland_hotel/output_image/83.jpg,Portland_hotel/output_image/203.jpg,4.228877094321075,4.564490462018721,1.6696290023897558
Portland_hotel/output_image/84.jpg,Portland_hotel/output_image/204.jpg,4.038303016017766,4.152293236196036,1.8907245581149656
Portland_hotel/output_image/85.jpg,Portland_hotel/output_image/205.jpg,3.9934103422545633,4.345449024006892,1.564196354851339
Portland_hotel/output_image/86.jpg,Portland_hotel/output_image/206.jpg,3.671730014438201,3.72660880024804,1.7969082244209298
Portland_hotel/output_image/87.jpg,Portland_hotel/output_image/207.jpg,3.7595644487444706,3.8630255811863834,1.509665957576201
Portland_hotel/output_image/88.jpg,Portland_hotel/output_image/208.jpg,4.013716677019712,4.0903624383115895,1.616332006110358
Portland_hotel/output_image/89.jpg,Portland_hotel/output_image/209.jpg,3.876752628531351,3.933944496778741,1.6699110525289191
Portland_hotel/output_image/90.jpg,Portland_hotel/output_image/210.jpg,2.2925080450905693,2.6381616176449225,1.2138509837905225
Portland_hotel/output_image/91.jpg,Portland_hotel/output_image/211.jpg,4.166186807262235,6.057035386768392,1.83317001909229
Portland_hotel/output_image/92.jpg,Portland_hotel/output_image/212.jpg,5.029470791230873,5.722808279385539,1.7088678761033562
Portland_hotel/output_image/93.jpg,Portland_hotel/output_image/213.jpg,5.410894904030601,5.60332170981929,1.8086712432641732
Portland_hotel/output_image/94.jpg,Portland_hotel/output_image/214.jpg,5.9756479639076465,7.33010283999374,1.4584528062644897
Portland_hotel/output_image/95.jpg,Portland_hotel/output_image/215.jpg,5.036740752484923,5.604969809997414,1.8690269342178145
Portland_hotel/output_image/96.jpg,Portland_hotel/output_image/216.jpg,5.68577560988208,5.989703610291793,1.817832994328271
Portland_hotel/output_image/97.jpg,Portland_hotel/output_image/217.jpg,7.848747474775893,8.196697874882592,1.8212582741111385
Portland_hotel/output_image/98.jpg,Portland_hotel/output_image/218.jpg,5.164541600496118,5.739003248596819,1.7720630468555925
Portland_hotel/output_image/99.jpg,Portland_hotel/output_image/219.jpg,3.173291273003537,3.5178498634401003,1.8106843100678724
Portland_hotel/output_image/100.jpg,Portland_hotel/output_image/220.jpg,8.499179036306707,9.471924652537679,1.8030641136680903
Portland_hotel/output_image/101.jpg,Portland_hotel/output_image/221.jpg,9.837132127917684,13.52987325037805,1.6753475064982881
Portland_hotel/output_image/102.jpg,Portland_hotel/output_image/222.jpg,24.51053407108044,63.78836408786035,1.7178506622417902
Portland_hotel/output_image/103.jpg,Portland_hotel/output_image/223.jpg,3.3060646205531223,3.344756990940795,1.4144960556701052
Portland_hotel/output_image/104.jpg,Portland_hotel/output_image/224.jpg,6.199385034948265,7.243769265266846,1.9121332791503127
Portland_hotel/output_image/105.jpg,Portland_hotel/output_image/225.jpg,18.990600641226,51.28346261922824,2.2197041166813274
Portland_hotel/output_image/106.jpg,Portland_hotel/output_image/226.jpg,45.160467513938244,145.56068274164087,1.5829928849763097
Portland_hotel/output_image/107.jpg,Portland_hotel/output_image/227.jpg,8.64700697243313,10.98035504536621,0.5432818676934887
Portland_hotel/output_image/108.jpg,Portland_hotel/output_image/228.jpg,8.04339641718809,14.822451221882051,1.9682562724886723
Portland_hotel/output_image/109.jpg,Portland_hotel/output_image/229.jpg,4.484033471294244,9.812865557878816,0.6787876449353906
Portland_hotel/output_image/110.jpg,Portland_hotel/output_image/230.jpg,10.32046518225369,11.151649159771182,2.4411837730619217
Portland_hotel/output_image/111.jpg,Portland_hotel/output_image/231.jpg,10.77867620888874,11.82315132903309,1.7823893481512307
Portland_hotel/output_image/112.jpg,Portland_hotel/output_image/232.jpg,9.73681637199648,10.143171298340167,2.358655831331399
Portland_hotel/output_image/113.jpg,Portland_hotel/output_image/233.jpg,8.666747294537018,17.026739440906873,2.0671205014768503
Portland_hotel/output_image/114.jpg,Portland_hotel/output_image/234.jpg,4.903058580911756,5.0326404756716,1.7158947908863131
Portland_hotel/output_image/115.jpg,Portland_hotel/output_image/235.jpg,15.536203247757838,25.978691198507164,2.520222600501402
Portland_hotel/output_image/116.jpg,Portland_hotel/output_image/236.jpg,8.022491689935613,8.305787939853218,2.2386434613908013
Portland_hotel/output_image/117.jpg,Portland_hotel/output_image/237.jpg,18.998539490643143,22.203411664241145,2.76689300933258
Portland_hotel/output_image/118.jpg,Portland_hotel/output_image/238.jpg,10.972843845565244,11.800930549585582,1.7567925542706273
Portland_hotel/output_image/119.jpg,Portland_hotel/output_image/239.jpg,8.628524584552977,12.446526876888946,2.2568831240879867
Portland_hotel/output_image/120.jpg,Portland_hotel/output_image/240.jpg,19.370366297985054,21.0984489609781,2.5820135767445325
Portland_hotel/output_image/121.jpg,Portland_hotel/output_image/241.jpg,21.84269316179697,31.97381903010487,3.2234853925978237
Portland_hotel/output_image/122.jpg,Portland_hotel/output_image/242.jpg,6.572665364528029,6.615569609937425,2.0816157092091596
Portland_hotel/output_image/123.jpg,Portland_hotel/output_image/243.jpg,11.331094547446664,13.906200240348637,2.3891759854997314
Portland_hotel/output_image/124.jpg,Portland_hotel/output_image/244.jpg,13.804801662340571,15.927304912650547,3.06586857739699
Portland_hotel/output_image/125.jpg,Portland_hotel/output_image/245.jpg,14.47968331679182,16.37226494718142,3.0880519449824693
Portland_hotel/output_image/126.jpg,Portland_hotel/output_image/246.jpg,90.02774300665057,518.3165437907454,3.4128122682727575
Portland_hotel/output_image/127.jpg,Portland_hotel/output_image/247.jpg,11.919583972930043,13.389037479766095,2.7671378818597407
Portland_hotel/output_image/128.jpg,Portland_hotel/output_image/248.jpg,173.03020238892822,442.01067106750946,5.185668874427502
Portland_hotel/output_image/129.jpg,Portland_hotel/output_image/249.jpg,13.20529654841832,14.16138332917871,2.1808146798460233
Portland_hotel/output_image/130.jpg,Portland_hotel/output_image/250.jpg,63.185885105648445,152.3795675284514,2.9574352820027756
Portland_hotel/output_image/131.jpg,Portland_hotel/output_image/251.jpg,20.95226022554636,24.31976231863117,1.457959403537747
Portland_hotel/output_image/132.jpg,Portland_hotel/output_image/252.jpg,49.803367188097035,168.99554975936408,3.2524512389673896
Portland_hotel/output_image/133.jpg,Portland_hotel/output_image/253.jpg,22.09231572135502,25.625300012681148,3.0313124635064765
Portland_hotel/output_image/134.jpg,Portland_hotel/output_image/254.jpg,24.821920118880072,25.399558374955348,3.1447009107578703
Portland_hotel/output_image/135.jpg,Portland_hotel/output_image/255.jpg,27.626875054800045,29.756878767398128,3.535190375572376
Portland_hotel/output_image/136.jpg,Portland_hotel/output_image/256.jpg,17.901114120518745,18.632739736049995,3.435603808728676
Portland_hotel/output_image/137.jpg,Portland_hotel/output_image/257.jpg,19.820297580925196,20.70408461166588,3.204806537755718
Portland_hotel/output_image/138.jpg,Portland_hotel/output_image/258.jpg,432.30635078542883,2140.076123647951,4.2296412699214425
Portland_hotel/output_image/139.jpg,Portland_hotel/output_image/259.jpg,1120.4611183991126,12434.529663364754,3.9998640567890296
Portland_hotel/output_image/140.jpg,Portland_hotel/output_image/260.jpg,75.57366769968414,162.53805026612267,3.3085239791153973
Portland_hotel/output_image/141.jpg,Portland_hotel/output_image/261.jpg,207.14139314726546,468.61799408172834,4.612344950517643
Portland_hotel/output_image/142.jpg,Portland_hotel/output_image/262.jpg,87.84666760988955,173.42010947155575,3.2967927271793687
Portland_hotel/output_image/143.jpg,Portland_hotel/output_image/263.jpg,57.008739736611986,69.89607292824097,4.216094040794462
Portland_hotel/output_image/144.jpg,Portland_hotel/output_image/264.jpg,90.26418049924001,195.4889551950525,5.557468962113474
Portland_hotel/output_image/145.jpg,Portland_hotel/output_image/265.jpg,21.520021380679836,22.698680425681427,3.544634638503941
Portland_hotel/output_image/146.jpg,Portland_hotel/output_image/266.jpg,22.249974673363102,24.902177048250884,1.8982290189664486
Portland_hotel/output_image/147.jpg,Portland_hotel/output_image/267.jpg,34.732898180958806,37.51906065912128,3.7500001319298537
Portland_hotel/output_image/148.jpg,Portland_hotel/output_image/268.jpg,252.4924941748125,998.2755748560338,4.3472467588047214
Portland_hotel/output_image/149.jpg,Portland_hotel/output_image/269.jpg,453.8235861759327,2405.8332555489737,3.9458250275374804
Portland_hotel/output_image/150.jpg,Portland_hotel/output_image/270.jpg,928.3422062196179,4654.678875229947,5.249341503442068
Portland_hotel/output_image/151.jpg,Portland_hotel/output_image/271.jpg,1268.8518930440312,5871.453241806923,4.36763482803328
Portland_hotel/output_image/152.jpg,Portland_hotel/output_image/272.jpg,74.12993041190119,149.62995638213798,3.791252891692261
Portland_hotel/output_image/153.jpg,Portland_hotel/output_image/273.jpg,31.31536266668999,33.92681716718174,3.098648218079276
Portland_hotel/output_image/154.jpg,Portland_hotel/output_image/274.jpg,531.6248547096903,1547.023506915322,1.6051579628603445
Portland_hotel/output_image/155.jpg,Portland_hotel/output_image/275.jpg,981.8504026862156,10858.82377631226,4.114652562340051
Portland_hotel/output_image/156.jpg,Portland_hotel/output_image/276.jpg,1225.959620019249,14398.612039329462,3.9060085089949417
Portland_hotel/output_image/157.jpg,Portland_hotel/output_image/277.jpg,26.879775895919497,30.076896718930076,1.4399590465053123
Portland_hotel/output_image/158.jpg,Portland_hotel/output_image/278.jpg,16.071366283918433,18.635131491425135,2.040759171097238
Portland_hotel/output_image/159.jpg,Portland_hotel/output_image/279.jpg,18.69929447453857,19.873349760519407,2.9434116681516187
Portland_hotel/output_image/160.jpg,Portland_hotel/output_image/280.jpg,7.182570266945703,7.384344610697899,1.9944910842053205
Portland_hotel/output_image/161.jpg,Portland_hotel/output_image/281.jpg,250.7480773146278,1164.5954351016267,1.513311546874745
Portland_hotel/output_image/162.jpg,Portland_hotel/output_image/282.jpg,21.789663462598444,23.826519497291756,3.0656880402562687
Portland_hotel/output_image/163.jpg,Portland_hotel/output_image/283.jpg,40.61027892126579,61.100853014824864,4.013086487900488
Portland_hotel/output_image/164.jpg,Portland_hotel/output_image/284.jpg,14.806282981246147,61.41394246453246,1.4864616002342472
Portland_hotel/output_image/165.jpg,Portland_hotel/output_image/285.jpg,245.15791520634474,1700.3884250763301,3.212202196117
Portland_hotel/output_image/166.jpg,Portland_hotel/output_image/286.jpg,22.459506987260063,27.99583588507864,3.2024270093425846
Portland_hotel/output_image/167.jpg,Portland_hotel/output_image/287.jpg,49.949117453629114,170.28499948365442,3.695060509572737
Portland_hotel/output_image/168.jpg,Portland_hotel/output_image/288.jpg,13.951910216430482,14.85524291218217,0.5367873702923796
Portland_hotel/output_image/169.jpg,Portland_hotel/output_image/289.jpg,91.177090366069,343.74138824006286,1.1753307460511753
Portland_hotel/output_image/170.jpg,Portland_hotel/output_image/290.jpg,14.966441377429373,17.06842867602686,0.561300052642108
Portland_hotel/output_image/171.jpg,Portland_hotel/output_image/291.jpg,34.38068008801043,164.38635010177794,0.6037382794555773
Portland_hotel/output_image/172.jpg,Portland_hotel/output_image/292.jpg,50.83891906528195,136.6826037147073,0.8004831784930274
Portland_hotel/output_image/173.jpg,Portland_hotel/output_image/293.jpg,879.2058157533969,7874.8576820695935,0.18171137355647568
Portland_hotel/output_image/174.jpg,Portland_hotel/output_image/294.jpg,9.211467127737134,10.621642752887375,0.371845943588895
Portland_hotel/output_image/175.jpg,Portland_hotel/output_image/295.jpg,2.276093172592836,2.3382271249768896,0.7314455075142824
Portland_hotel/output_image/176.jpg,Portland_hotel/output_image/296.jpg,12.704307586897816,14.368737397415522,0.4860503214919298
Portland_hotel/output_image/177.jpg,Portland_hotel/output_image/297.jpg,13.478645562448506,19.059026373852156,0.9647728160428215
Portland_hotel/output_image/178.jpg,Portland_hotel/output_image/298.jpg,8.926097737532297,10.157148472640305,0.6065577419909535
Portland_hotel/output_image/179.jpg,Portland_hotel/output_image/299.jpg,3.5633943672127923,4.4698775629013765,2.3920404789323575
Portland_hotel/output_image/180.jpg,Portland_hotel/output_image/300.jpg,39.666925600153924,153.68567356847484,1.5051370125798567
Portland_hotel/output_image/181.jpg,Portland_hotel/output_image/301.jpg,6.897182733984233,9.039295191201415,1.470376103735245
Portland_hotel/output_image/182.jpg,Portland_hotel/output_image/302.jpg,9.965922462888921,13.78018076459018,2.291986079996447
Portland_hotel/output_image/183.jpg,Portland_hotel/output_image/303.jpg,1.3826405051231383,3.1618203444211654,1.2395792141891415
Portland_hotel/output_image/184.jpg,Portland_hotel/output_image/304.jpg,5.160586661865234,6.451125025042753,2.1980601910451343
Portland_hotel/output_image/185.jpg,Portland_hotel/output_image/305.jpg,29.977684415637885,130.78097048079024,1.5968129927655743
Portland_hotel/output_image/186.jpg,Portland_hotel/output_image/306.jpg,16.24836096006201,22.957226665129387,2.2158540112461766
Portland_hotel/output_image/187.jpg,Portland_hotel/output_image/307.jpg,4.803122612755,5.676191211406079,1.630135049582724
Portland_hotel/output_image/188.jpg,Portland_hotel/output_image/308.jpg,1.083736634557512,1.2005069220627005,0.6215098134327256
Portland_hotel/output_image/189.jpg,Portland_hotel/output_image/309.jpg,3.6867373524332043,4.141580759370996,1.214834865249257
Portland_hotel/output_image/190.jpg,Portland_hotel/output_image/310.jpg,39.120008673554494,91.8113284556802,0.6350686500668589
Portland_hotel/output_image/191.jpg,Portland_hotel/output_image/311.jpg,2.9501695557160037,3.177329253182186,0.28721646681897395
Portland_hotel/output_image/192.jpg,Portland_hotel/output_image/312.jpg,69.78203541272926,292.9781399115699,1.3681831315156092
Portland_hotel/output_image/193.jpg,Portland_hotel/output_image/313.jpg,6.673763063502375,8.579932905942574,1.4489185531698345
Portland_hotel/output_image/194.jpg,Portland_hotel/output_image/314.jpg,2.6466353272770387,3.2981293198574346,1.0596733762593702
Portland_hotel/output_image/195.jpg,Portland_hotel/output_image/315.jpg,18.281586979479023,91.95208451870224,1.2716367464357874
Portland_hotel/output_image/196.jpg,Portland_hotel/output_image/316.jpg,3.1900728678357475,3.4261530572934533,1.3120668385961933
Portland_hotel/output_image/197.jpg,Portland_hotel/output_image/317.jpg,2.701274218824028,3.586931299065263,1.32818625717796
Portland_hotel/output_image/198.jpg,Portland_hotel/output_image/318.jpg,3.6126968584123444,4.185597696011313,1.379887360336278
Portland_hotel/output_image/199.jpg,Portland_hotel/output_image/319.jpg,2.93222997234709,3.2560127126500693,1.3345922762101312
Portland_hotel/output_image/0.jpg,Portland_hotel/output_image/120.jpg,5.282400346857551,10.557010365984926,1.284181566373866
Portland_hotel/output_image/1.jpg,Portland_hotel/output_image/121.jpg,5.973954042630305,11.346192907616867,1.1391476105098817
Portland_hotel/output_image/2.jpg,Portland_hotel/output_image/122.jpg,4.079676581358011,4.7805875037965455,1.9441387849896912
Portland_hotel/output_image/3.jpg,Portland_hotel/output_image/123.jpg,4.255342709995224,4.930733966882333,1.754196861939705
Portland_hotel/output_image/4.jpg,Portland_hotel/output_image/124.jpg,3.8465890066468766,4.27059592806689,1.17025120905971
Portland_hotel/output_image/5.jpg,Portland_hotel/output_image/125.jpg,4.796348617808681,5.98340449515811,1.6372456774521038
Portland_hotel/output_image/6.jpg,Portland_hotel/output_image/126.jpg,6.354879853915822,15.597508386512459,1.9547964054261988
Portland_hotel/output_image/7.jpg,Portland_hotel/output_image/127.jpg,8.88368747317195,20.105669393728007,0.712040809125235
Portland_hotel/output_image/8.jpg,Portland_hotel/output_image/128.jpg,4.778642418338599,10.290742121477486,1.454380752618329
Portland_hotel/output_image/9.jpg,Portland_hotel/output_image/129.jpg,4.88570688940309,7.0700240187477466,1.9362454563587606
Portland_hotel/output_image/10.jpg,Portland_hotel/output_image/130.jpg,4.4683396775244155,6.290548425406013,1.1545990555643555
Portland_hotel/output_image/11.jpg,Portland_hotel/output_image/131.jpg,8.054389908583055,19.51208138652863,1.0842431662338312
Portland_hotel/output_image/12.jpg,Portland_hotel/output_image/132.jpg,5.410179005864144,7.593236230837869,1.2881141697745815
Portland_hotel/output_image/13.jpg,Portland_hotel/output_image/133.jpg,4.649757790194886,6.589451347358319,1.4844233029532532
Portland_hotel/output_image/14.jpg,Portland_hotel/output_image/134.jpg,5.3975940509124065,9.893780478311257,2.053680293707447
Portland_hotel/output_image/15.jpg,Portland_hotel/output_image/135.jpg,5.199412949900697,8.673499353216195,2.047791038203763
Portland_hotel/output_image/16.jpg,Portland_hotel/output_image/136.jpg,5.408532752083826,10.429594235588215,1.9478914223847223
Portland_hotel/output_image/17.jpg,Portland_hotel/output_image/137.jpg,8.83042417787904,24.95030682454854,1.1513128513198618
Portland_hotel/output_image/18.jpg,Portland_hotel/output_image/138.jpg,4.422667044559082,7.40500299841414,1.1473098359642997
Portland_hotel/output_image/19.jpg,Portland_hotel/output_image/139.jpg,6.011107905092958,9.46332102346925,2.001109915407193
Portland_hotel/output_image/20.jpg,Portland_hotel/output_image/140.jpg,8.322099138679807,29.009673766409787,3.3323660068385057
Portland_hotel/output_image/21.jpg,Portland_hotel/output_image/141.jpg,5.163020378117514,6.066197083147271,1.1805552221072042
Portland_hotel/output_image/22.jpg,Portland_hotel/output_image/142.jpg,5.282260126526316,7.256723881547446,1.1322459191414873
Portland_hotel/output_image/23.jpg,Portland_hotel/output_image/143.jpg,5.453909509414323,6.744996997720777,1.1669123976229878
Portland_hotel/output_image/24.jpg,Portland_hotel/output_image/144.jpg,4.868563644489898,5.3664986888868285,0.8427053626323031
Portland_hotel/output_image/25.jpg,Portland_hotel/output_image/145.jpg,5.39521486374826,6.161854710232024,2.390066608614498
Portland_hotel/output_image/26.jpg,Portland_hotel/output_image/146.jpg,5.9693027512573344,6.735011038165788,2.7871070992571467
Portland_hotel/output_image/27.jpg,Portland_hotel/output_image/147.jpg,3.3662630862272622,4.7314542166529705,1.146789273790884
Portland_hotel/output_image/28.jpg,Portland_hotel/output_image/148.jpg,5.593105629981646,6.6944528409437405,1.585617507482164
